year_film,year_award,ceremony,category,nominee,film,win
2019,2020,77,Best Performance by an Actor In A Television Series - Drama,Billy Porter,Pose,FALSE
2019,2020,77,Best Performance by an Actress in a Television Series - Musical or Comedy,Phoebe Waller-Bridge,Fleabag,TRUE
2019,2020,77,Best Performance by an Actress in a Television Series - Musical or Comedy,Christina Applegate,Dead to Me,FALSE
2019,2020,77,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan,"Marvelous Mrs. Maisel, The",FALSE
2019,2020,77,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirsten Dunst,On Becoming a God in Central Florida,FALSE
2019,2020,77,Best Performance by an Actress in a Television Series - Musical or Comedy,Natasha Lyonne,Russian Doll,FALSE
2019,2020,77,Best Performance by an Actor in a Television Series - Musical or Comedy,Ramy Youssef,Ramy,TRUE
2019,2020,77,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Hader,Barry,FALSE
2019,2020,77,Best Performance by an Actor in a Television Series - Musical or Comedy,Ben Platt,"Politician, The",FALSE
2019,2020,77,Best Performance by an Actor in a Television Series - Musical or Comedy,Paul Rudd,Living with Yourself,FALSE
2019,2020,77,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Douglas,"Kominsky Method, The",FALSE
2019,2020,77,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Patricia Arquette,"Act, The",TRUE
2019,2020,77,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Helena Bonham Carter,"Crown, The ",FALSE
2019,2020,77,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Toni Collette,Unbelievable,FALSE
2019,2020,77,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Meryl Streep,Big Little Lies,FALSE
2019,2020,77,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Emily Watson,Chernobyl,FALSE
2019,2020,77,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Stellan Skarsgård,Chernobyl,TRUE
2019,2020,77,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Arkin,"Kominsky Method, The",FALSE
2019,2020,77,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kieran Culkin,Succession,FALSE
2019,2020,77,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andrew Scott,Fleabag,FALSE
2019,2020,77,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Henry Winkler,Barry,FALSE
2019,2020,77,Cecil B. deMille Award,Tom Hanks,,FALSE
2019,2020,77,Carol Burnett Award,Ellen DeGeneres,,FALSE
